movie_idx,movie_name,release_year,rating,votes,genre,Cinemagoer_id,multiple_plot
m261,batman forever,1995,5.4,77223,"'action', 'crime', 'fantasy', 'thriller'",0112462,"['Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.', ""The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face incorrectly believes Batman caused the courtroom accident which left him disfigured on one side; he has unleashed a reign of terror on the good people of Gotham. Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler he perfects a device for draining information from all the brains in Gotham, including Bruce Wayne's knowledge of his other identity. Batman/Wayne is/are the love focus of Dr. Chase Meridan. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin the Boy Wonder.—Ed Stephan <stephan@cc.wwu.edu>"", 'Batman finds that he must protect Gotham City once again from the combined forces of villains Two-Face and the Riddler. Two Face is also former District Attorney Harvey Dent who was accidentally disfigured in a courtroom incident. The Riddler is former Wayne Tech employee Edward Nygma who is bent on getting revenge for a refused project. Now they join forces to drain the brainwaves of each citizen in Gotham while plotting revenge on Batman. While Batman/Bruce Wayne struggles to fight the dastardly duo, he must also deal with a romantic relationship with a sexy psychologist and the eagerness of a new young ward who becomes his new sidekick Robin.—Blazer346', ""Batman's third film follows the practice of the second by giving him two villains to face, Two-Face and the Riddler. Two-Face blames Batman for his disfigurement and simply wishes him dead. The Riddler is a disgruntled inventor who worked for Wayne Enterprises and is terribly jealous of Wayne's success and sophistication and uses his riddles to show his superiority over Wayne and Batman. Added to this mix are a sexy abnormal psychologist who is not only studying the criminals, but has a thing for Batman as well and Dick Grayson, (Robin) is introduced. Gotham is still a dark and foreboding place in which Batman begins to come to grips with his own psychology as he relives the deaths of his parents in his dreams.—John Vogel <jlvogel@comcast.net>"", ""DA Harvey Dent is hideously scarred down one side, by an acid attack. The result is 2 personalities and 2 faces. Ideal qualifications for a politician you might think, but Two-face's only policy is vengeance on Batman. He teams up with Edward Nygma, a technical wizard who invents a brain-sucking TV and adopts the alto-ego of The Riddler. Meanwhile... in the circus, Dick Grayson witnesses his acrobat family plummet earthwards and get a taste for sawdust. Two-face is to blame but Dick trades his anger for a rubber suit and becomes Robin. Two bad guys, two good guys and 8 persona's.—Tim McSmythurs <Tim.McSmythurs@swindon.ericsson.se>""]"
m262,batman,1989,7.6,112731,"'crime', 'drama', 'thriller', 'action', 'adventure', 'crime'",0096895,"['The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.', ""Gotham City. Crime boss Carl Grissom (Jack Palance) effectively runs the town but there's a new crime fighter in town - Batman (Michael Keaton). Grissom's right-hand man is Jack Napier (Jack Nicholson), a brutal man who is not entirely sane... After falling out between the two Grissom has Napier set up with the Police and Napier falls to his apparent death in a vat of chemicals. However, he soon reappears as The Joker and starts a reign of terror in Gotham City. Meanwhile, reporter Vicki Vale (Kim Basinger) is in the city to do an article on Batman. She soon starts a relationship with Batman's everyday persona, billionaire Bruce Wayne.—grantss"", 'After witnessing the death of his beloved parents in front of his face, billionaire Bruce Wayne vows himself to protecting the good people of Gotham City against evil forces that threaten the city. But his vow is put to the test when he starts to wage his crime fighting crusade against the maniacal Clown Prince of Crime...also known as the Joker.—Blazer346', 'Having witnessed his parents\' brutal murder as a child, millionaire philanthropist Bruce Wayne fights crime in Gotham City disguised as Batman, a costumed hero who strikes fear into the hearts of villains. But when a deformed madman who calls himself ""The Joker"" seizes control of Gotham\'s criminal underworld, Batman must face his most ruthless nemesis ever while protecting both his identity and his love interest, reporter Vicki Vale.—Jwelch5742', 'Gotham City: dark, dangerous, \'protected\' only by a mostly corrupt police department. Despite the best efforts of D.A. Harvey Dent and police commissioner Jim Gordon, the city becomes increasingly unsafe...until a Dark Knight arises. We all know criminals are a superstitious, cowardly lot...so his disguise must be able to strike terror into their hearts. He becomes a bat. Enter Vicky Vale, a prize-winning photo journalist who wants to uncover the secret of the mysterious ""bat-man"". And enter Jack Napier, one-time enforcer for Boss Grissom, horribly disfigured after a firefight in a chemical factory...who, devoid of the last vestiges of sanity, seizes control of Gotham\'s underworld as the psychotic, unpredictable Clown Prince of Crime...the Joker. Gotham\'s only hope, it seems, lies in this dark, brooding vigilante. And just how does billionaire playboy Bruce Wayne fit into all of this?—ahmetkozan']"
m263,bean,1997,5.8,27131,"'comedy', 'family'",0118689,"['The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.', 'Bean (Rowan Atkinson) works as a caretaker at Britain\'s formidable Royal National Gallery, and his bosses want to fire him because he sleeps at work all the time, but can\'t because the chairman of the gallery\'s board defends him. They send him to the U.S., to the small Los Angeles art gallery instead, where he\'ll have to officiate at the opening of the greatest U.S. picture ever (called ""Whistler\'s Mother"").', 'Mr. Bean (Rowan Atkinson) is an eccentric caretaker working for the British National Gallery in London, England. He is going to get fired by the museum\'s board of directors, because he doesn\'t do his job and all he does is sleep. But the board instead decides to send Mr. Bean to Los Angeles, where David Langley (Peter MacNicol), curator of a museum in downtown Los Angeles has requested that the board of directors of the British national gallery sends a art scholar to talk about their latest purchase, the famous painting ""Whistler\'s Mother"" which military officer General Newton (Burt Reynolds) has donated to the museum, at a opening conference. But Mr. Bean\'s arrival in Los Angeles causes mayhem, as David invites Mr. Bean to stay with his family and begins causing problems for David\'s marriage. But Mr. Bean doesn\'t know anything about paintings and although they think he is a brilliant, eccentric art scholar, he really isn\'t the right man to protect the painting as his behavior also threatens the painting.—Daniel Williamson', 'This movie features Mr. Bean (Rowin Atkinson) in new adventures. The painting ""Whistler\'s Mother"" has been acquired from the Musee d\'Orsay in Paris by the Grierson Gallery in California. As an attempt to get him out of the country, Mr. Bean is sent to Los Angeles, California to unveil the painting and present it to everyone, even though he knows nothing about the painting.—Livia Cheng <rhonda@post1.com>', 'Mr. Bean (Rowan Atkinson) works as a caretaker in a British gallery. He is a very bad worker (keeps sleeping at work), but his bosses are prevented from firing him, because the head of the gallery wants him as his worker. So his bosses send him to another gallery in Los Angeles, California. But things in Los Angeles go wrong. An important painting arrives to his new gallery, and somehow Mr. Bean suppose to present it to a selected audience, and to protect it as well. The thing is that Mr. Bean does not know anything about paints, and he is exactly the most unsuited man to protect the paint.—rsilberman']"
m264,beavis and butt-head do america,1996,6.6,23149,"'animation', 'adventure', 'comedy', 'crime'",0115641,"['Our intrepid adolescent heroes wake up to find their beloved television stolen, and embark on an epic journey across America to recover it, and, who knows, maybe even score.', 'Our intrepid adolescent heroes wake up to find their beloved television stolen, and embark on an epic journey across America to recover it, and, who knows, maybe even score. On the way they encounter a murderous smuggler of a deadly virus and his treacherous wife, an FBI agent with a predilection for cavity searches, a couple of rather familiar looking ex-Motley Crue roadies, Mr. Van Dreesen singing ""Lesbian Seagull"", a little old lady and of course Mr. Anderson and his trailer. Can the Great Cornholio save the day? Uh-huh. Huh-huh.—Martin H. Booda <booda@datasync.com>', 'MTV junkies Beavis and Butt-head awaken one day to find their beloved TV stolen. On their adventure to do a murderous smuggler\'s wife, they encounter an FBI agent with a predilection for cavity searches, two rather familiar looking ex-Motley Crue roadies, Mr. Van Driessen singing ""Lesbian Seagull"", a little old lady, and, of course, Mr. Anderson and his trailer. Can the Great Cornholio save the day? Let\'s hope so!—Chris Hunter <DrEvilGuy200>']"
m265,beetle juice,1988,7.3,62164,"'comedy', 'fantasy'",0094721,"['The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out.', 'Adam and Barbara are a normal couple...who happen to be dead. They have given their precious time to decorate their house and make it their own, but unfortunately a family is moving in, and not quietly. Adam and Barbara try to scare them out, but end up becoming the main attraction to the money making family. They call upon Beetlejuice to help, but Beetlejuice has more in mind than just helping.—ahmetkozan', 'After Barbara and Adam Maitland die in a car accident, they find themselves stuck haunting their country residence, unable to leave the house. When the unbearable Deetzes and teen daughter Lydia buy the home, the Maitlands attempt to scare them away without success. Their efforts attract Beetlejuice, a rambunctious spirit whose ""help"" quickly becomes dangerous for the Maitlands and innocent Lydia.—Jwelch5742', ""Following a freak accident, the blissful Maitlands now rest in peace. But nothing lasts forever--while stuck in limbo, a mysterious force sends the ghostly pair back to the realm of the living. However, fate plays cruel tricks on mortals--now, insufferable New York yuppies Charles and Delia Deetz occupy the Maitlands' lovingly decorated New England home. Unfortunately, the Maitlands' haunting skills are pathetic, and sharing their beloved house with the obnoxious invaders is out of the question. Under those grave circumstances, only Beetlejuice--a manic, rotten-toothed veteran exorcist--can rid the place of unwanted guests. But what happens if the cure is worse than the disease?—Nick Riganas"", 'This is the story of Adam and Barbara who live in a beautiful house in New England. One day while driving home they are involved in a terrible auto accident. They manage to walk home only to discover later that they have died and now haunt their house. When their house is purchased by an out of state family, they feel their home is threatened by the over-the-top artist wife and real-estate idea-man husband. Their only relief is the Gothic daughter of the family. Their attempts at scaring the family out of the house are ignored or laughed at. Finally they fall to the temptation to use the people-exorciser Beetlejuice. When they find his tactics too dangerous, they attempt to contain him and save the family they were trying to boot.—FMJ_Joker']"
m266,being there,1979,8.0,25085,"'drama', 'comedy'",0078841,"[""After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics."", 'Simple-minded gardener Chance has spent all his life in the Washington D.C. home of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television. After a run-in with a limousine, he ends up a guest of Eve and her husband Ben, an influential but sickly businessman. Now called Chauncey Gardner, Chance becomes friend and confidante to Ben, and an unlikely political insider.—Scott Renshaw <as.idc@forsythe.stanford.edu>', 'Chance is mentally challenged, those that know him who would probably call him simple. He doesn\'t know how to read or write. For as long as he can remember, he has worked as the gardener for his long time employer Mr. Jennings, has never stepped off the property of Jennings\' brownstone in Washington DC, has only known Jennings and the only other household servant, a maid/cook named Louise who tends to all his meals, and has only had contact to the outside world indirectly via television, the channels on which he is frequently changing as he watches. Conversely, no one but Jennings and Louise know that he lives there. He only fully understands the world of his garden, all else, including what he sees on TV, he not comprehending in their entirety. His wardrobe consists largely of Jennings\' discarded but well appointed clothes. After Jennings dies, Chance is sent ""into the world"" not truly understanding what his new situation means. By chance, he eventually meets wealthy Eve Rand, who, out of circumstance, invites him to her and much older ill husband\'s house. Her husband, Ben Rand, is a financier, who will probably imminently pass from his aplastic anemia. Not fully comprehending what Chance is truly saying, they believe his name to be Chauncey Gardner, and that he is a man of wealth and straightforward deep insight. As such, they introduce him to their rich and powerful friends - some very rich and extremely powerful - who believe, largely because Ben Rand says so, that Chauncey is brilliant in a down home way, his brilliance which they state in public. The question then becomes whether anyone will notice that the emperor has no clothes (to use an old adage), even after background checks on ""Chauncey Gardner"" come up empty and especially if their public praise of him has gone too far to go back.—Huggo']"
m267,being john malkovich,1999,7.9,115008,"'comedy', 'drama', 'fantasy', 'romance'",0120601,"['A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.', ""Puppeteer Craig Schwartz and animal lover and pet store clerk Lotte Schwartz are just going through the motions of their marriage. Despite not being able to earn a living solely through puppeteering, Craig loves his profession as it allows him to inhabit the skin of others. He begins to take the ability to inhabit the skin of others to the next level when he is forced to take a job as a file clerk for the off-kilter LesterCorp, located on the five-foot tall 7½ floor of a Manhattan office building. Behind one of the filing cabinets in his work area, Craig finds a hidden door which he learns is a portal into the mind of John Malkovich, the visit through the portal which lasts fifteen minutes after which the person is spit into a ditch next to the New Jersey Turnpike. Craig is fascinated by the meaning of life associated with this finding. Lotte's trips through the portal make her evaluate her own self. And the confident Maxine Lund, one of Craig's co-workers who he tells about the portal if only because he is attracted to her, thinks that it is a money making opportunity in selling trips into Malkovich's mind after office hours for $200 a visit. Craig, Lotte and Maxine begin to understand that anyone entering the portal has the ability to control Malkovich's mind, which also alters his entire being. This experience makes Maxine fall in love with a composite. This ability to control Malkovich's mind begs the question of the ultimate psychedelic trip for Malkovich himself, who begins to feel that something is not right in the world as he knows it.—Huggo"", ""Street entertainer Craig Schwartz doesn't seem to have much luck somehow always managing to offend someone - which occasionally leads to a black eye. He eventually gets a job as a file clerk for a company located in an office tower on Floor 7½ - where the ceilings are only 5½ feet high. No one seems to think the arrangement is odd and Craig just gets on with his work. Things take a shift into the bizarre when Craig moves a filing cabinet behind which he finds a tunnel that leads him to see through the eyes of actor John Malkovich. For Craig and the others who become aware of the portal, it represents both risks and opportunities.—garykmcd"", ""One day filing clerk Craig Schwartz (Cusack) accidentally discovers a door at his job, containing a portal into the mind of character actor John Malkovich (played by Malkovich himself). For 15 minutes, he experiences the ultimate head trip - He is John Malkovich. With his beautiful office mate Maxine (Keener) and his pet-obsessed wife (Diaz), they hatch a plan to let others into John's brain for just $200 a trip."", ""Craig, a puppeteer, takes a filing job in a low-ceilinged office in Manhattan. Although married to the slightly askew Lotte, he hits on a colleague, the sexually frank Maxine. She's bored but snaps awake when he finds a portal leading inside John Malkovich: for 15 minutes you see, hear, and feel whatever JM is doing, then you fall out by the New Jersey Turnpike. Maxine makes it commercial, selling trips for $200; also, she's more interested in Lotte than in Craig, but only when Lotte is inside JM. JM finds out what's going on and tries to stop it, but Craig sees the portal as his road to Maxine and to success as a puppeteer. Meanwhile, Lotte discovers others interested in the portal.—<jhailey@hotmail.com>""]"
m268,beloved,1998,5.6,4014,"'drama', 'mystery'",0120603,"['A slave is visited by the spirit of a mysterious young woman.', ""Haunted by so many painful and well-hidden secrets, former slave Sethe is bent on finding freedom for the sake of her children. Out of the blue, as Sethe struggles to grapple with her troubled past in her humble home somewhere in post-Civil-War Cincinnati, Paul D, an old familiar from the Kentucky farm euphemistically called Sweet Home, re-enters Sethe's life, eager to lend her a hand. Then a stranger arrives in the shape of a mysterious young woman, giving rise to a series of repressed memories. But who is she? Can Paul D help Sethe reinvent herself?—Nick Riganas"", 'Slavery, brief freedom, and their lasting psychological presence. Some years after the Civil War, former slave Sethe lives with her grown daughter Denver outside Cincinnati. Sethe is stolid and hardworking; Denver wants society. Paul D, a former slave who knew Sethe, happens on them and joins the farm and family, but not before the house rattles and pitches as if spirits reject Paul D\'s arrival. Next, inexplicably, a young woman about Denver\'s age arrives, behaving in childlike ways, speaking and walking awkwardly, calling herself ""Beloved."" Who she is, her effect on Sethe, and Paul D\'s responses propel Sethe into the past and Denver into a new maturity.—<jhailey@hotmail.com>']"
m269,the big lebowski,1998,8.2,182170,"'comedy', 'crime', 'mystery'",0118715,"['Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.', 'When ""the dude"" Lebowski is mistaken for a millionaire Lebowski, two thugs urinate on his rug to coerce him into paying a debt he knows nothing about. While attempting to gain recompense for the ruined rug from his wealthy counterpart, he accepts a one-time job with high pay-off. He enlists the help of his bowling buddy, Walter, a gun-toting Jewish-convert with anger issues. Deception leads to more trouble, and it soon seems that everyone from porn empire tycoons to nihilists want something from The Dude.—ahmetkozan', ""There are 2 men named Jeffrey Lebowski. One's a lazy, pot smoking, White Russian-drinking, hippie who goes by the nickname, 'The Dude.' The other's a self-made multimillionaire, war veteran, who lives in a mansion with a full-time assistant, due to his being handicapped. Their paths cross when the millionaire's trophy wife owes money to a known pornographer, and she's held in lieu of getting his money repaid. The thugs hired by this pornographer initially confront the dude because they were unaware he has the same name. Wanting payback for his now-destroyed rug, the dude seeks out the millionaire Lebowski. What follows takes the dude and his bowling buddies Walter and Donnie on a mission full of intrigue, kidnapping, pornography, nihilists, White Russians, and more White Russians.—halo1k"", 'Los Angeles, 1990. Spending his days sipping White Russians and the nights at the local bowling alley with his only friends Walter and Donny, Jeffrey ""The Dude"" Lebowski, a sympathetic unemployed layabout, is a failure in every aspect of life. Then, as if having zero motivation to do anything weren\'t enough, two goons, bent on collecting a debt, mistake the pot-smoking slacker for another Lebowski: the reclusive millionaire philanthropist Jeffrey ""The Big"" Lebowski. And as the pair of thugs irreparably ruin an irreplaceable item in Jeff\'s decrepit home, The Dude gets caught up in an intricate kidnapping plot involving the magnate\'s young trophy wife, Bunny. Now her life is in Jeffrey\'s hands. However, is The Dude up to the task?—Nick Riganas', 'In a case of mistaken identity, stoner-slacker Jeff ""The Dude"" Lebowski is attacked in his home and his rug urinated on. The perpetrators are after another Lebowski, a millionaire. The Dude figures Mr Lebowski should pay for his rug and meets him, but Mr Lebowski wants nothing to do with him. Soon, however, a ransom is demanded for Mr Lebowski\'s missing young trophy wife, likely from the people that attacked The Dude, and Mr Lebowski needs The Dude to help him get her back.—grantss']"
m270,the black dahlia,2006,5.6,35706,"'crime', 'drama', 'history', 'mystery', 'thriller'",0387877,"['Two policemen see their personal and professional lives fall apart in the wake of the ""Black Dahlia"" Elizabeth Short murder investigation.', 'In 1946, the former boxers Dwight ""Bucky"" Bleichert and Lee Blanchard are policemen in Los Angeles. Lee has a good relationship with his chief and uses a box fight between them to promote the department and get a raise to the police force. They succeed and are promoted to homicide detectives, working together. Bucky becomes a close friend of Lee and his girlfriend Kay Lake, forming a triangle of love. When the corpse of the aspirant actress Elizabeth Short is found mutilated, Lee becomes obsessed to solve the case called by the press Black Dahlia. Meanwhile, Bucky\'s investigation leads him to a Madeleine Linscott, the daughter of a powerful and wealthy constructor that resembles the Black Dahlia. In an environment of corruption and lies, Bucky discloses hidden truths.—Claudio Carvalho, Rio de Janeiro, Brazil', 'The Black Dahlia is set in 1940s Los Angeles. Two cops, Bucky Bleichert and his partner, Lee Blanchard, investigate the death of Elizabeth Short, a young woman found brutally murdered. Bucky soon realizes that his girlfriend had ties to the deceased, and soon after that, he begins uncovering corruption and conspiracy within the police department.—Untamed Outlaw']"
m271,blade ii,2002,6.6,51826,"'action', 'fantasy', 'horror', 'thriller', 'action', 'adventure', 'horror'",0187738,"['Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.', ""A rare mutation has occurred within the vampire community. The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Now their quickly expanding population threatens the existence of vampires, and soon there won't be enough humans in the world to satisfy their bloodlust. Blade, Whistler and an armory expert named Scud are curiously summoned by the Shadow Council. The council reluctantly admits that they are in a dire situation and they require Blade's assistance. Blade then tenuously enters into an alliance with The Bloodpack, an elite team of vampires trained in all modes of combat to defeat the Reaper threat. Blade's team and the Bloodpack are the only line of defense which can prevent the Reaper population from wiping out the vampire and human populations.—Sean Daly"", 'After the events with Deacon Frost, Blade continues to destroy as many vampires as he can. A new breed of super-vampire has appeared, which becomes an even greater threat than any evil currently out there. A group of high powered vampires, led by Nyssa and Asad request help from Blade in order to take down Nomak. Can Blade work alongside the very things he vowed to destroy?—Film_Fan', ""Two blood-soaked years after Deacon Frost's nightmarish plan in Blade (1998), the indestructible half-human/half-vampire hybrid, Blade, finds himself in the middle of an entirely different war. This time, both humankind and the vampire species are under attack, as a feral strain of insatiable blood-suckers named the Reapers feed on mortals and immortals alike. Under those dire circumstances, Blade reluctantly agrees to make an uneasy pact with his eternal adversaries, and lead an elite squad of vampire assassins against the mutual enemy. Can Blade avert the imminent advent of a horrifying new breed of undead predators?—Nick Riganas""]"
m272,blade,1998,7.0,65885,"'action', 'adventure', 'fantasy', 'horror', 'thriller'",0120611,"['A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.', 'In a world where vampires walk the earth, Blade has a goal. His goal is to rid the world of all vampire evil. When Blade witnesses a vampire bite Dr. Karen Jenson, he fights away the beast and takes Jenson back to his hideout. Here, alongside Abraham Whistler, Blade attempts to help heal Jenson. The vampire Quinn who was attacked by Blade, reports back to his master Deacon Frost, who is planning a huge surprise for the human population.—Film_Fan', 'Imbued with the cursed gift of immortality, the invincible half-human/half-vampire hybrid, Blade, embarks on an endless mission to rid humankind of the blood-suckers that infest the Earth. Suppressing his feral thirst for human blood, the preternatural ""Day-walker"" crosses paths with the megalomaniac vampire, Deacon Frost, whose ambitious plans threaten to end the world as we know it. Now, Blade and his loyal mentor, Whistler, seem to have met their match. Can they put an end to Deacon\'s nightmarish scheme?—Nick Riganas', ""A hybrid vampire known as Blade sweeps the vampire underworld in vampire nightclubs and in the dark streets of New York City because of his hate of vampires that killed his mother in birth with the help of his weapons manufacturer Abraham Whistler. When Blade meets a Hematologist that was bitten by one of his sworn enemies he brings her to his lair and she meets his friend that gave her an antibiotic that reduces the vampire blood spread in her body he frees her but soon realizes she's not safe and discovers she could help him by creating a cure that could heal his blood thirst diseases they go on a mission to stop the neurotic bloodthirsty Deacon Frost, a turned vampire, from summoning the evil spirit of La Magra a Blood King that will sweep New York and eventually the world with it's army of vampire spirits."", ""When Blade's mother was bitten by a vampire during pregnancy, she did not know that she gave her son a special gift while dying: All the good vampire attributes in combination with the best human skills. Blade grew up to be a vampire hunter for revenge on his mother's death. The vampires, who managed to infiltrate nearly every major organization, need Blade's very special blood to summon La Magra, the blood god, in order to reign over the human cattle, as they call us.—Julian Reischl <julianreischl@mac.com>""]"
m273,book of shadows: blair witch 2,2000,4.1,16285,"'crime', 'horror', 'mystery', 'thriller'",0229260,"['A group of tourists arrives in Burkittsville, Maryland after seeing The Blair Witch Project (1999) to explore the mythology and phenomenon, only to come face to face with their own neuroses and possibly the witch herself.', 'To cash in on all of the ""real world"" hype of the events in the first film, a man from Burkitsville, Maryland opens a ""Blair Witch Hunt"" tour, which shows patrons various locations from the original film. A bunch of college students decide to take the tour, and wind up in Rustin Parr\'s house. There, they decide to camp for the evening, but in the morning, they realize they didn\'t sleep and they don\'t remember anything that happened the previous night. From there, they go back to town, and discover that something...or someone has come with them.—Johnny', ""In the wake of the blood-curdling events depicted in The Blair Witch Project (1999), witch-obsessed fans flock to the now-famous town of Burkittsville, Maryland, in high hopes of catching a glimpse of the shadowy myth. Intent on milking the same story for all it's worth, the local fan and former psychiatric patient, Jeff, launches a tour in the Black Hills, and before long, four young followers--Kim, Erica, Tristen, and Stephen--wind up spending the night in a notorious site in the woods. Now, having no recollection of what happened during their stay, the quartet of friends must try to explain how things got out of hand. Did they fall prey to the evil Blair Witch?—Nick Riganas"", ""Jeff Donavan was never a good boy. He was always bad and was always fascinated in the story of the Blair Witch, just like victim Heather Donahue of Blair Witch 1. After the success of the movie, Jeff opens up a Blair Witch tour of Black Hills for his way to cash in on the movie hoopla. But when four people take the tour and decide to rest at Rustin Parr's house (Rustin was the person who murdered seven children under the Blair Witch's command), the four lose five hours of their memories. But after they return to find Jeff while trying to understand the bizarre symbols on their bodies, all five people will finally know that some fiction isn't really fiction and that when they left the Black Hills, they left with something - or someone.—ahmetkozan""]"
m274,blood simple.,1984,7.8,28901,"'crime', 'drama', 'thriller'",0086979,"['The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies, and mischief ensues after he devises a plot to have them murdered.', ""Texas bar owner Julian Marty, who is generally regarded as not a nice person, hires shady private detective Loren Visser, who is able to obtain what Marty requests evidence - in this instance, photographic - that his wife, Abby, and one of his bartenders, Ray, are having an affair. As Ray and Abby realize that Marty has found out about them, it allows them to plan for their future away from Marty, while being up front with Marty about the situation. Marty, in turn, decides to hire Visser once again, this time to kill Abby and Ray, and dispose of their bodies so that they won't be found. The out-in-the-open affair and the contract hit lead to some actions based on self-interest and a standoff of sorts between the four players, which is compounded in complexity by some wrong assumptions of what has happened, with an innocent bystander, another of the Marty's bartenders, Meurice, potentially, and unwittingly, adding to the scenario.—Huggo"", 'A bar-owner in Texas is certain that his wife is cheating on him and hires a private detective to spy on her. This is the beginning of a complex plot full of misunderstandings and murder.—Mark Logan <marklo@west.sun.com>', ""Abby is cheating on her bar owner husband, Marty, and the latest object of her affections is Ray, one of Marty's bartenders. Marty hires Visser, a seedy detective, to follow his wife and ultimately to kill her and Ray, but Visser has other plans of his own. So begins a round of misunderstandings and deadly character interactions.—Fiona Kelleghan <fkelleghan@aol.com>"", 'A jealous man hires a private investigator to trail his cheating wife. This leads to a simple contracted killing that goes very wrong.—Tim Kretschmann <Tim.K@VirComm.com>']"
m275,bloodmoon,1997,4.5,269,"'action', 'thriller'",0096954,"['A serial killer is loose at an all girl school, where he strangles girls with a piece of barbed wire.', 'People are getting murdered down under via a barbed wire noose and then their eyes are gouged out. There are a variety of suspects at a nearby girls boarding school including students, teachers, and a nun. We also follow a rivalry between the local surfer townies and a group of preppy guys from a local all-boys school.—Josh Pasnak']"
m276,blow,2001,7.4,71334,"'biography', 'crime', 'drama'",0221027,"['The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.', ""A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.—Anonymous"", 'George Jung is the son of a struggling small business owner. Seeing his family struggle to make ends meet and failing, George vows never to share a similar fate. Moving to California, he starts his own pot pushing operation in which he finds both success and imprisonment. In prison, he meets a cell-mate who introduces him into a partnership to the lucrative new market in cocaine. Upon release, George Jung quickly becomes instrumental in establishing the exploding US market for cocaine in which he claimed that he handled about 85% of the supply in the 1970s. However, for all the fabulous wealth and power he gained, the true costs of his dangerously treacherous occupation catch up with him in ways from which he would never recover.—Kenneth Chisholm <kchishol@home.com>']"
m277,la battaglia di algeri,1966,8.2,14339,"'drama', 'history', 'war'",0058946,"['In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.', ""A film commissioned by the Algerian government that shows the Algerian revolution from both sides. The French foreign legion has left Vietnam in defeat and has something to prove. The Algerians are seeking independence. The two clash. The torture used by the French is contrasted with the Algerian's use of bombs in soda shops. A look at war as a nasty thing that harms and sullies everyone who participates in it.—John Vogel <jlvogel@comcast.net>"", 'In 1954, the National Liberation Front of Algiers shots many French policemen beginning a movement for the independence of their country; in return, the Chief of Police plants a bomb in the Arab quarter, killing many dwellers. The NLF sends three women with bombs to two bars and the Air France office in the European quarter, killing many people. The French government sends the military forces under the command of the abusive Colonel Mathieu that does not respect the human rights and uses torture to destroy the NLF command. In 1962, the Algerians finally achieve their aimed independence.—Claudio Carvalho, Rio de Janeiro, Brazil', '1954. France, after the independence of the nations comprising Indochina, turns its attention to incidents in French Algeria, which they have ruled for approximately one hundred thirty years. The National Liberation Front (FLN) is leading the resistance in Algeria against their colonial rulers, the FLN who the French authorities believe, or want to believe, comprise only a small minority of the Muslim Algerian population in wanting Algerian independence. Specific incidents in this battle in Algiers between 1954 and the time of independence in 1962 are presented. The FLN began their campaign in shooting military police in the Casbah, the predominantly Muslim quarter of the city, as they were able to blend back into the scene with the support of the populace. These initial one by one attacks escalated on both sides to mass killings, where collateral damage was seen as being acceptable. Both sides also worked toward the United Nations discussion on the issue, each wanting global support for their cause. The events largely focus on two people, one on each side. The first is Ali La Pointe, a lifelong petty criminal and illiterate who the FLN recruited after being politicized while in prison. The second is French paratrooper Colonel Mathieu, a lead French strategist whose main goal is to dismantle the FLN activities by ""cutting off the head of the tapeworm"".—Huggo', 'Filmed in a semi-documentary format, this film deals with the battle of Algiers (1956-57) part of the broader fight for Algerian independence (1954-62) from French colonial rule. The rebels began their attacks by shooting policeman and other government officials. When they start bombing public places in the European sector - cafés, restaurants, the Air France office - the authorities send in crack military units. Through large-scale arrests and torture, the colonel in charge focuses on locating and eliminating the leaders of the movement.—garykmcd']"
