speaker_id,character_name,movie_idx,movie_name,gender,credit_pos
u3611,BERNSTEIN,m239,all the president's men,m,1
u3631,SEGRETTI,m239,all the president's men,m,13
u3629,ROSENFELD,m239,all the president's men,m,3
u3612,BOOKKEEPER,m239,all the president's men,f,7
u3618,DEEP THROAT,m239,all the president's men,m,5
u3648,OZ,m240,american pie,m,2
u3642,JIM,m240,american pie,m,1
u3644,KEVIN,m240,american pie,m,3
u3640,HEATHER,m240,american pie,f,11
u3641,JESSICA,m240,american pie,f,10
u3654,VICKY,m240,american pie,f,6
u3646,MICHELLE,m240,american pie,f,4
u3652,STIFLER,m240,american pie,m,8
u3663,MARCEL,m241,an american werewolf in paris,m,0
u3656,ANDY,m241,an american werewolf in paris,m,1
u3664,SERAFINE,m241,an american werewolf in paris,f,2
u3661,GASTON,m241,an american werewolf in paris,m,0
u3658,CLAUDE,m241,an american werewolf in paris,m,6
u3667,ANYA,m242,anastasia,f,0
u3675,VLADIMIR,m242,anastasia,m,3
u3669,DMITRI,m242,anastasia,m,0
u3681,ALVY,m243,annie hall,m,1
u3680,ALLISON,m243,annie hall,f,4
u3686,ANNIE,m243,annie hall,f,2
u3696,ROBIN,m243,annie hall,f,7
u3699,TONY,m243,annie hall,m,5
u3695,ROB,m243,annie hall,m,3
u3712,RYAN,m244,the anniversary party,m,13
u3713,SALLY,m244,the anniversary party,f,2
u3707,JOE,m244,the anniversary party,m,1
u3702,CAL,m244,the anniversary party,m,10
u3703,CLAIR,m244,the anniversary party,f,15
u3715,SOPHIA,m244,the anniversary party,f,9
u3704,GINA,m244,the anniversary party,f,17
u3710,MONICA,m244,the anniversary party,f,14
u3706,JERRY,m244,the anniversary party,m,7
u3708,JUDY,m244,the anniversary party,f,8
u3711,PANES,m244,the anniversary party,m,20
u3714,SKYE,m244,the anniversary party,f,21
u3725,Z,m245,antz,m,1
u3724,WEAVER,m245,antz,m,11
u3717,BALA,m245,antz,f,12
u3728,DOBISCH,m246,the apartment,m,4
u3727,BUD,m246,the apartment,m,0
u3730,FRAN,m246,the apartment,f,2
u3738,SHELDRAKE,m246,the apartment,m,3
u3731,KIRKEBY,m246,the apartment,m,6
u3729,DR. DREYFUSS,m246,the apartment,m,5
u3732,MARGIE,m246,the apartment,f,7
u3739,SYLVIA,m246,the apartment,f,8
u3763,WILLARD,m247,apocalypse now,m,2
u3742,AGENT,m247,apocalypse now,m,31
u3744,CAPTAIN,m247,apocalypse now,m,2
u3745,CHEF,m247,apocalypse now,m,4
u3746,CHIEF,m247,apocalypse now,m,8
u3752,KILGORE,m247,apocalypse now,m,3
u3755,LANCE,m247,apocalypse now,m,7
u3753,KURTZ,m247,apocalypse now,m,1
u3766,CORBETT,m248,arctic blue,m,1
u3767,ERIC,m248,arctic blue,m,2
u3765,ANNE MARIE,m248,arctic blue,f,3
u3777,CAROL,m249,as good as it gets,f,2
u3780,DR. BETTES,m249,as good as it gets,f,49
u3784,MELVIN,m249,as good as it gets,m,1
u3787,SIMON,m249,as good as it gets,m,3
u3781,FRANK,m249,as good as it gets,m,4
u3798,RATH,m250,assassins,m,1
u3791,BAIN,m250,assassins,m,2
u3794,ELECTRA,m250,assassins,f,3
u3796,KETCHAM,m250,assassins,m,5
u3803,DOUG,m251,asylum,m,0
u3813,PAVEL,m251,asylum,m,0
u3809,JOSH,m251,asylum,m,0
u3820,LANDON,m252,a walk to remember,m,1
u3816,CYNTHIA,m252,a walk to remember,f,4
u3819,JAMIE,m252,a walk to remember,f,2
u3822,MR. KELLY,m252,a walk to remember,m,11
u3829,MARTY,m253,back to the future,m,1
u3828,GEORGE,m253,back to the future,m,4
u3833,PROFESSOR EMMETT BROWN,m253,back to the future,m,0
u3843,KIT,m254,badlands,m,1
u3842,HOLLY,m254,badlands,f,2
u3849,BUCKAROO BANZAI,m255,the adventures of buckaroo banzai across the 8th dimension,m,1
u3857,PENNY PRIDDY,m255,the adventures of buckaroo banzai across the 8th dimension,f,3
u3865,BARTON,m256,barton fink,m,1
u3864,AUDREY,m256,barton fink,f,3
u3868,DEUTSCH,m256,barton fink,m,11
u3870,GEISLER,m256,barton fink,m,6
u3869,GARLAND,m256,barton fink,m,9
u3866,CHARLIE,m256,barton fink,m,2
u3873,MASTRIONOTTI,m256,barton fink,m,10
u3884,NICK,m257,basic instinct,m,1
u3878,BETH,m257,basic instinct,f,4
u3879,CATHERINE,m257,basic instinct,f,2
u3882,GUS,m257,basic instinct,m,3
u3887,ALBERT MILO,m258,basquiat,m,7
u3891,BASQUIAT,m258,basquiat,m,1
u3888,ANDY WARHOL,m258,basquiat,m,5
u3899,GINA,m258,basquiat,f,4
u3901,INTERVIEWER,m258,basquiat,m,8
u3892,BENNY,m258,basquiat,m,3
u3912,BRUCE,m259,batman returns,m,1
u3917,PENGUIN,m259,batman returns,m,2
u3918,SELINA,m259,batman returns,f,3
u3916,MAX,m259,batman returns,m,4
u3919,ALFRED,m260,batman and robin,m,1000
u3923,BRUCE,m260,batman and robin,m,1
u3924,DICK,m260,batman and robin,m,2
u3930,ROBIN,m260,batman and robin,m,2
u3922,BATMAN,m260,batman and robin,m,1
u3926,IVY,m260,batman and robin,f,0
u3934,BRUCE,m261,batman forever,m,1
u3932,ALFRED,m261,batman forever,m,6
u3935,CHASE,m261,batman forever,f,4
u3933,BATMAN,m261,batman forever,m,1
u3952,KNOX,m262,batman,m,4
u3944,BRUCE,m262,batman,m,1
u3943,BATMAN,m262,batman,m,1
u3956,VICKI,m262,batman,f,3
u3961,DAVID,m263,bean,m,2
u3957,ALISON,m263,bean,f,3
u3965,GRIERSON,m263,bean,m,4
u3973,BUTT-HEAD,m264,beavis and butt-head do america,m,1
u3970,BEAVIS,m264,beavis and butt-head do america,m,1
u3976,FLEMMING,m264,beavis and butt-head do america,m,5
u3972,BORK,m264,beavis and butt-head do america,m,1000
u3979,ADAM,m265,beetle juice,m,1
u3980,BARBARA,m265,beetle juice,f,2
u3986,LYDIA,m265,beetle juice,f,12
u3981,BETELGEUSE,m265,beetle juice,m,0
u3988,OTHO,m265,beetle juice,m,13
u3982,CHARLES,m265,beetle juice,m,11
u3983,DELIA,m265,beetle juice,f,8
u3993,CHANCE,m266,being there,m,1
u3990,ALLENBY,m266,being there,m,5
u4012,RAND,m266,being there,f,2
u3998,EVE,m266,being there,f,2
u4000,FRANKLIN,m266,being there,m,8
u4011,PRESIDENT,m266,being there,m,4
u4013,SKRAPINOV,m266,being there,m,6
u4008,LOUISE,m266,being there,f,7
u4006,KAUFMAN,m266,being there,m,26
u4030,MALKOVICH,m267,being john malkovich,m,14
u4020,CRAIG,m267,being john malkovich,m,1
u4029,LOTTE,m267,being john malkovich,f,2
u4028,LESTER,m267,being john malkovich,m,8
u4032,MAXINE,m267,being john malkovich,f,9
u4037,BABY SUGGS,m268,beloved,f,5
u4039,DENVER,m268,beloved,f,4
u4046,STAMP PAID,m268,beloved,m,7
u4043,PAUL,m268,beloved,m,2
u4041,JANEY,m268,beloved,f,9
u4040,ELLA,m268,beloved,f,8
u4057,DUDE,m269,the big lebowski,m,1
u4050,BRANDT,m269,the big lebowski,m,6
u4065,WALTER,m269,the big lebowski,m,2
u4055,DONNY,m269,the big lebowski,m,4
u4067,YOUNG MAN,m269,the big lebowski,m,0
u4060,MAUDE,m269,the big lebowski,f,3
u4058,LEBOWSKI,m269,the big lebowski,m,1
u4076,NYSSA,m271,blade ii,f,4
u4071,BLADE,m271,blade ii,m,1
u4080,WHISTLER,m271,blade ii,m,2
u4089,WHISTLER,m272,blade,m,3
u4081,BLADE,m272,blade,m,1
u4086,KAREN,m272,blade,f,4
u4090,ANNA,m273,book of shadows: blair witch 2,f,0
u4093,HEATHER,m273,book of shadows: blair witch 2,f,0
u4091,COTTER,m273,book of shadows: blair witch 2,m,0
u4096,NICK,m273,book of shadows: blair witch 2,m,0
u4104,MEURICE,m274,blood simple.,m,5
u4099,ABBY,m274,blood simple.,f,2
u4105,RAY,m274,blood simple.,m,1
u4103,MARTY,m274,blood simple.,m,3
u4107,VISSER,m274,blood simple.,m,4
u4115,JEFFREY,m275,bloodmoon,m,0
u4112,DOROTHY,m275,bloodmoon,f,0
u4136,GEORGE,m276,blow,m,1
u4141,MIRTHA,m276,blow,f,2
u4125,BARBARA,m276,blow,f,3
u4128,DEREK,m276,blow,m,5
u4130,DIEGO,m276,blow,m,6
u4134,FRED,m276,blow,m,10
u4133,ESCOBAR,m276,blow,m,7
u4139,KRISTINA,m276,blow,f,22
u4148,ALI,m277,la battaglia di algeri,m,1
u4161,BIGGS,m278,body of evidence,m,19
u4166,DULANEY,m278,body of evidence,m,12
u4171,MCCURDY,m278,body of evidence,m,4
u4174,REBECCA,m278,body of evidence,f,1
u4168,JOANNE,m278,body of evidence,f,11
u4176,ROSTON,m278,body of evidence,m,26
u4178,SHARON,m278,body of evidence,f,15
u4188,MICHAEL,m279,the bridges of madison county,m,4
u4180,BETTY,m279,the bridges of madison county,f,8
u4181,CAROLYN,m279,the bridges of madison county,f,3
u4183,FRANCESCA,m279,the bridges of madison county,f,2
u4192,ROBERT,m279,the bridges of madison county,m,1
u4202,PEARL,m280,bones,f,2
u4201,PATRICK,m280,bones,m,7
u4197,JEREMIAH,m280,bones,m,4
u4194,BONES,m280,bones,m,1
u4208,CAESAR,m281,bound,m,3
u4212,JOHNNIE,m281,bound,m,5
u4214,VIOLET,m281,bound,f,1
u4210,CORKY,m281,bound,f,2
u4218,CONKLIN,m282,the bourne identity,m,3
u4215,ABBOTT,m282,the bourne identity,m,5
u4216,BOURNE,m282,the bourne identity,m,1
u4222,MARIE,m282,the bourne identity,f,2
u4249,SAM,m283,brazil,m,1
u4233,DOWSER,m283,brazil,m,13
u4251,SPOOR,m283,brazil,m,5
u4239,JACK,m283,brazil,m,6
u4240,JILL,m283,brazil,f,9
u4241,KURTZMAN,m283,brazil,m,4
u4258,FRANK,m284,bringing out the dead,m,1
u4262,MARCUS,m284,bringing out the dead,m,4
u4255,COATES,m284,bringing out the dead,m,8
u4263,MARY,m284,bringing out the dead,f,2
u4267,WALLS,m284,bringing out the dead,m,0
u4261,LARRY,m284,bringing out the dead,m,3
u4268,AARON,m285,broadcast news,m,2
u4281,TOM,m285,broadcast news,m,1
u4278,JANE,m285,broadcast news,f,3
u4274,ERNIE,m285,broadcast news,m,4
u4284,ALICE,m286,a bucket of blood,f,8
u4295,WALTER,m286,a bucket of blood,m,1
u4290,LOU,m286,a bucket of blood,m,10
u4286,CARLA,m286,a bucket of blood,f,2
u4288,LEONARD,m286,a bucket of blood,m,3
u4305,JEFFREY,m287,buffy the vampire slayer,m,10
u4300,BUFFY,m287,buffy the vampire slayer,f,1
u4312,PIKE,m287,buffy the vampire slayer,m,5
u4298,BENNY,m287,buffy the vampire slayer,m,9
u4310,MERRICK,m287,buffy the vampire slayer,m,2
u4307,KIMBERLY,m287,buffy the vampire slayer,f,7
u4311,NICOLE,m287,buffy the vampire slayer,f,8
u4325,NUKE,m288,bull durham,m,3
u4315,ANNIE,m288,bull durham,f,2
u4317,CRASH,m288,bull durham,m,1
u4323,LARRY,m288,bull durham,m,5
u4331,ACE,m289,casino,m,1
u4369,STONE,m289,casino,m,10
u4356,LESTER,m289,casino,m,4
u4359,NICKY,m289,casino,m,3
u4348,GAGGI,m289,casino,m,6
u4366,SHERBERT,m289,casino,m,7
u4349,GINGER,m289,casino,f,2
u4372,WARD,m289,casino,m,14
u4361,PISCANO,m289,casino,m,8
u4358,MARINO,m289,casino,m,5
u4362,PISCANO'S MOTHER,m289,casino,f,24
u4376,BROCK,m290,catwoman,m,0
u4386,SELINA,m290,catwoman,f,0
u4383,LANE,m290,catwoman,m,0
u4385,MOM,m290,catwoman,f,34
u4398,THEO,m291,cellular,m,0
u4393,LENORE,m291,cellular,f,0
u4396,NELSON,m291,cellular,m,0
u4395,MALE VOICE,m291,cellular,m,0
u4401,COL,m292,the crying game,m,10
u4405,FERGUS,m292,the crying game,m,3
u4404,DIL,m292,the crying game,m,8
u4408,JUDE,m292,the crying game,f,2
u4409,MAGUIRE,m292,the crying game,m,4
u4407,JODY,m292,the crying game,m,1
u4411,ADAM,m293,charade,m,0
u4421,REGGIE,m293,charade,m,0
u4412,BARTHOLOMEW,m293,charade,m,1000
u4423,SCOBIE,m293,charade,m,5
u4415,DYLE,m293,charade,m,0
u4418,GRANDPIERRE,m293,charade,m,8
u4420,PETER,m293,charade,m,1
u4424,SYLVIE,m293,charade,f,6
u4428,BRENT,m294,cherry falls,m,3
u4434,JODY,m294,cherry falls,f,1
u4438,MARGE,m294,cherry falls,f,4
u4445,SANDY,m294,cherry falls,f,8
u4435,KENNY,m294,cherry falls,m,7
u4449,ARLO,m295,chill factor,m,1
u4460,MASON,m295,chill factor,m,2
u4451,BRYNNER,m295,chill factor,m,3
u4459,LONG,m295,chill factor,m,4
u4462,PAPPAS,m295,chill factor,m,11
u4477,GITTES,m296,chinatown,m,1
u4470,CROSS,m296,chinatown,m,3
u4472,CURLY,m296,chinatown,m,34
u4475,ESCOBAR,m296,chinatown,m,4
u4476,EVELYN,m296,chinatown,f,2
u4492,YELBURTON,m296,chinatown,m,5
u4494,ALFREDO,m297,nuovo cinema paradiso,m,15
u4498,SALVATORE,m297,nuovo cinema paradiso,m,5
u4495,ELENA,m297,nuovo cinema paradiso,f,7
u4500,BERNSTEIN,m298,citizen kane,m,7
u4505,KANE,m298,citizen kane,f,2
u4520,THOMPSON,m298,citizen kane,m,8
u4507,LELAND,m298,citizen kane,m,1
u4501,CARTER,m298,citizen kane,m,6
u4504,EMILY,m298,citizen kane,f,4
u4515,SUSAN,m298,citizen kane,f,2
u4524,CUSTOMER,m299,clerks.,m,7
u4525,DANTE,m299,clerks.,m,1
u4522,CAITLIN,m299,clerks.,f,4
u4535,RANDAL,m299,clerks.,m,2
u4538,TRAINER,m299,clerks.,m,19
u4531,JAY,m299,clerks.,m,5
u4534,OLD MAN,m299,clerks.,m,9
u4540,VERONICA,m299,clerks.,f,3
u4547,HAL,m300,cliffhanger,m,3
u4548,JESSIE,m300,cliffhanger,f,4
u4546,GABE,m300,cliffhanger,m,1
u4551,QUALEN,m300,cliffhanger,m,2
u4553,TRAVERS,m300,cliffhanger,m,5
u4560,DIM,m301,a clockwork orange,m,4
u4555,ALEX,m301,a clockwork orange,m,1
u4570,MR. ALEXANDER,m301,a clockwork orange,m,0
u4569,MINISTER,m301,a clockwork orange,m,18
u4558,CHIEF GUARD,m301,a clockwork orange,m,3
u4562,DR. BRANOM,m301,a clockwork orange,f,16
u4572,PRIEST,m301,a clockwork orange,m,0
u4584,MAX,m302,collateral,m,2
u4575,ANNIE,m302,collateral,f,3
u4587,VINCENT,m302,collateral,m,1
u4577,DANIEL,m302,collateral,m,8
u4595,LIZA,m303,conspiracy theory,f,0
u4592,JERRY,m303,conspiracy theory,m,1
u4593,JONAS,m303,conspiracy theory,m,3
u4596,LOWRY,m303,conspiracy theory,m,4
u4609,PETER,m304,contact,m,0
u4602,ELLIE,m304,contact,f,1
u4601,DRUMLIN,m304,contact,m,10
u4612,TED,m304,contact,m,2
u4603,HADDEN,m304,contact,m,12
u4605,JOSS,m304,contact,m,9
u4622,KOKO,m305,cool hand luke,m,4
u4615,ARLETTA,m305,cool hand luke,f,7
u4623,LUKE,m305,cool hand luke,m,1
u4620,DRAGLINE,m305,cool hand luke,m,2
u4626,ANDY,m306,copycat,m,8
u4630,HELEN,m306,copycat,f,1
u4631,M.J.,m306,copycat,f,2
u4634,PETER,m306,copycat,m,4
u4635,QUINN,m306,copycat,m,6
u4640,CATHERINE,m307,crash,f,0
u4642,JAMES,m307,crash,m,0
u4641,HELEN,m307,crash,f,0
u4645,DR. EMLEE,m308,crazy love,m,0
u4646,LETTY,m308,crazy love,f,0
u4653,RUTH,m308,crazy love,f,0
u4649,MRS. MAYER,m308,crazy love,f,0
u4647,MICHAEL,m308,crazy love,m,0
u4651,PAUL,m308,crazy love,m,0
u4667,SAMI,m309,crime spree,m,5
u4668,SOPHIE,m309,crime spree,f,9
u4663,MARCEL,m309,crime spree,m,3
u4658,DANIEL,m309,crime spree,m,1
u4662,LAMAR,m309,crime spree,m,16
u4688,YU,m310,"crouching tiger, hidden dragon",f,2
u4682,LI,m310,"crouching tiger, hidden dragon",m,1
u4681,JEN,m310,"crouching tiger, hidden dragon",f,0
u4689,ALBRECHT,m311,the crow,m,3
u4693,ERIC,m311,the crow,m,1
u4704,ANNETTE,m312,cruel intentions,f,3
u4710,KATHRYN,m312,cruel intentions,f,1
u4709,GREG,m312,cruel intentions,m,7
u4717,SEBASTIAN,m312,cruel intentions,m,2
u4706,BLAINE,m312,cruel intentions,m,6
u4707,CECILE,m312,cruel intentions,f,4
u4708,DR. GREENBAUM,m312,cruel intentions,f,9
u4718,ALICE,m313,the curse of the cat people,f,3
u4719,AMY,m313,the curse of the cat people,f,4
u4726,OLIVER,m313,the curse of the cat people,m,2
u4721,EDWARD,m313,the curse of the cat people,m,9
u4722,IRENA,m313,the curse of the cat people,f,1
u4725,MRS. FARREN,m313,the curse of the cat people,f,0
u4720,BARBARA,m313,the curse of the cat people,f,7
u4729,FRIDA,m314,the curse,f,0
u4732,JENNIFER,m314,the curse,f,0
u4731,GREGORY,m314,the curse,m,0
u4734,MARK,m314,the curse,m,0
u4737,PETER,m314,the curse,m,0
u4733,LLOYD,m314,the curse,m,0
u4746,SCHREBER,m315,dark city,m,3
u4752,DAVE,m316,dave,m,1
u4751,BOB,m316,dave,m,3
u4758,REED,m316,dave,m,4
u4756,MURRAY,m316,dave,m,7
u4753,DUANE,m316,dave,m,5
u4754,ELLEN,m316,dave,f,2
u4770,SARAH,m317,day of the dead,f,1
u4763,JOHN,m317,day of the dead,m,2
u4771,TOBY,m317,day of the dead,m,0
u4782,KNOX,m318,dead poets society,m,4
u4776,CHARLIE,m318,dead poets society,m,5
u4781,KEATING,m318,dead poets society,m,1
u4785,NEIL,m318,dead poets society,m,2
u4778,CHRIS,m318,dead poets society,f,20
u4788,TODD,m318,dead poets society,m,3
u4790,FINNEGAN,m319,deep rising,m,1
u4791,HANOVER,m319,deep rising,m,5
u4795,TRILLIAN,m319,deep rising,f,2
u4794,PANTUCCI,m319,deep rising,m,4
u4797,ALBERT,m320,the deer hunter,m,0
u4803,JOHN,m320,the deer hunter,m,6
u4812,VINCE,m320,the deer hunter,m,0
u4808,NICK,m320,the deer hunter,m,4
u4805,LINDA,m320,the deer hunter,f,5
u4828,JABEZ,m322,the devil and daniel webster,m,2
u4831,MARY,m322,the devil and daniel webster,f,0
u4839,WEBSTER,m322,the devil and daniel webster,m,1
u4826,DANIEL,m322,the devil and daniel webster,m,1
u4829,MA STONE,m322,the devil and daniel webster,m,0
u4833,SCRATCH,m322,the devil and daniel webster,m,0
u4840,ARGYLE,m323,die hard,m,12
u4846,MCCLANE,m323,die hard,m,1
u4848,ROBINSON,m323,die hard,m,7
u4843,HANS,m323,die hard,m,2
u4847,POWELL,m323,die hard,m,5
u4859,MORETTI,m324,dog day afternoon,m,3
u4866,SONNY,m324,dog day afternoon,m,1
u4857,LEON,m324,dog day afternoon,m,4
u4865,SHELDON,m324,dog day afternoon,m,7
u4860,MULVANEY,m324,dog day afternoon,m,5
u4863,SAL,m324,dog day afternoon,m,2
u4869,VI,m324,dog day afternoon,f,6
u4868,TV NEWSMAN,m324,dog day afternoon,m,0
u4874,DOMINO,m325,domino,f,1
u4871,CHOCO,m325,domino,m,3
u4875,ED,m325,domino,m,2
u4892,JADE,m326,do the right thing,f,12
u4900,SAL,m326,do the right thing,m,1
u4896,MOOKIE,m326,do the right thing,m,6
u4895,ML,m326,do the right thing,m,9
u4901,SWEET DICK WILLIE,m326,do the right thing,m,11
u4902,TINA,m326,do the right thing,f,17
u4898,PINO,m326,do the right thing,m,8
u4903,VITO,m326,do the right thing,m,4
u4906,HARRY,m327,dumb and dumberer: when harry met lloyd,m,4
u4907,JESSICA,m327,dumb and dumberer: when harry met lloyd,f,8
u4910,LLOYD,m327,dumb and dumberer: when harry met lloyd,m,6
u4914,MS. HELLER,m327,dumb and dumberer: when harry met lloyd,f,11
u4915,PRINCIPAL COLLINS,m327,dumb and dumberer: when harry met lloyd,m,10
u4931,REVEREND MOTHER,m328,dune,f,10
u4929,PAUL,m328,dune,m,8
u4934,BELA,m329,ed wood,m,2
u4941,ED,m329,ed wood,m,1
u4940,DOLORES,m329,ed wood,f,3
u4952,REYNOLDS,m329,ed wood,m,15
u4954,TOR,m329,ed wood,m,13
u4943,GEORGIE,m329,ed wood,m,9
u4945,KATHY,m329,ed wood,f,4
u4956,AL,m330,edtv,m,5
u4960,ED,m330,edtv,m,1
u4958,CYNTHIA,m330,edtv,f,6
u4965,JOHN,m330,edtv,m,10
u4963,JEANETTE,m330,edtv,f,4
u4972,SHARI,m330,edtv,f,2
u4969,RAY,m330,edtv,m,3
u4979,JIM,m331,election,m,1
u4988,TRACY,m331,election,f,2
u4986,SHERRY,m331,election,f,0
u4999,JACK,m332,l.a. confidential,m,1
u4991,BUD,m332,l.a. confidential,m,2
u5001,LYNN,m332,l.a. confidential,f,5
u4996,DUDLEY,m332,l.a. confidential,m,4
u4997,EXLEY,m332,l.a. confidential,m,3
u5004,PATCHETT,m332,l.a. confidential,m,7
u4998,HUDGEONS,m332,l.a. confidential,m,0
u5016,DEAN,m333,enemy of the state,m,1
u5015,BRILL,m333,enemy of the state,m,2
u5039,SALES CLERK,m333,enemy of the state,f,32
u5036,RACHEL,m333,enemy of the state,f,4
u5020,ERIC,m333,enemy of the state,m,23
u5026,JERRY,m333,enemy of the state,m,15
u5037,REYNOLDS,m333,enemy of the state,m,3
u5024,HICKS,m333,enemy of the state,m,8
u5054,KATHARINE,m334,the english patient,f,4
u5046,ALMSY,m334,the english patient,m,0
u5057,MADOX,m334,the english patient,m,7
u5051,HANA,m334,the english patient,f,2
u5048,CARAVAGGIO,m334,the english patient,m,3
u5062,THE PATIENT,m334,the english patient,m,0
u5055,KIP,m334,the english patient,m,5
u5064,GIN,m335,entrapment,f,2
u5063,CRUZ,m335,entrapment,m,4
u5065,MAC,m335,entrapment,m,1
u5067,THIBADEAUX,m335,entrapment,m,3
u5076,ERIN,m336,erin brockovich,f,1
u5074,ED,m336,erin brockovich,m,4
u5078,GEORGE,m336,erin brockovich,m,18
u5073,DONNA,m336,erin brockovich,f,21
u5105,YODA,m337,star wars: the empire strikes back,m,0
u5100,LUKE,m337,star wars: the empire strikes back,m,0
u5098,LANDO,m337,star wars: the empire strikes back,m,0
u5097,HAN,m337,star wars: the empire strikes back,m,0
u5099,LEIA,m337,star wars: the empire strikes back,f,0
u5116,MALLOY,m339,escape from l.a.,m,6
u5117,MAP TO THE STARS EDDIE,m339,escape from l.a.,m,2
u5120,PLISSKEN,m339,escape from l.a.,m,1
u5125,ARTHUR,m340,excalibur,m,1
u5129,LANCELOT,m340,excalibur,m,3
u5130,MERLIN,m340,excalibur,m,6
u5138,CHRIS,m341,the exorcist,f,1
u5144,KARRAS,m341,the exorcist,m,6
u5153,SHARON,m341,the exorcist,f,4
u5145,KINDERMAN,m341,the exorcist,m,3
u5140,DR. KLEIN,m341,the exorcist,m,9
u5151,REGAN,m341,the exorcist,f,7
u5146,MERRIN,m341,the exorcist,m,2
u5161,FRANK,m342,the fabulous baker boys,m,3
u5164,JACK,m342,the fabulous baker boys,m,1
u5173,SUSIE,m342,the fabulous baker boys,f,2
u5172,NINA,m342,the fabulous baker boys,f,4
u5177,ARCHER,m343,face/off,m,1
u5182,EVE,m343,face/off,f,3
u5179,CASTOR,m343,face/off,m,1
u5200,JACK,m344,the family man,m,1
u5193,ALAN,m344,the family man,m,5
u5194,ANNIE,m344,the family man,f,7
u5201,KATE,m344,the family man,f,2
u5195,ARNIE,m344,the family man,m,4
u5197,CASH,m344,the family man,m,3
u5211,BEN,m345,the fantastic four,m,4
u5216,REED,m345,the fantastic four,m,1
u5214,JOHNNY,m345,the fantastic four,m,2
u5220,VICTOR,m345,the fantastic four,m,6
u5218,SUE,m345,the fantastic four,f,0
u5221,CARTER,m346,fantastic voyage,m,3
u5230,REID,m346,fantastic voyage,m,5
u5224,GRANT,m346,fantastic voyage,m,1
u5226,MICHAELS,m346,fantastic voyage,m,4
u5222,CORA,m346,fantastic voyage,f,2
u5223,DUVAL,m346,fantastic voyage,m,7
u5232,CARL,m347,fargo,m,2
u5253,WADE,m347,fargo,m,5
u5236,GRIMSRUD,m347,fargo,m,3
u5240,JERRY,m347,fargo,m,1
u5243,MARGE,m347,fargo,f,2
u5252,VOICE,m347,fargo,m,0
u5241,LOU,m347,fargo,m,22
u5244,MIKE,m347,fargo,m,24
u5245,NORM,m347,fargo,m,21
u5262,JACK,m348,fight club,m,0
u5265,MARLA,m348,fight club,f,3
u5269,TYLER,m348,fight club,m,2
u5273,CLEAR,m349,final destination 2,f,1
u5281,KIMBERLY,m349,final destination 2,f,2
u5287,THOMAS,m349,final destination 2,m,3
u5289,ALEX,m350,final destination,m,1
u5292,CLEAR,m350,final destination,f,2
u5296,BREWER,m351,rambo: first blood part ii,m,0
u5302,RAMBO,m351,rambo: first blood part ii,m,1
u5297,CO,m351,rambo: first blood part ii,f,5
u5304,TRAUTMAN,m351,rambo: first blood part ii,m,2
u5305,ANNE,m352,the fisher king,f,9
u5312,LYDIA,m352,the fisher king,f,25
u5313,PARRY,m352,the fisher king,m,19
u5310,JACK,m352,the fisher king,m,1
u5317,BOBBY,m353,five easy pieces,m,0
u5323,RAYETTE,m353,five easy pieces,f,2
u5327,TITA,m353,five easy pieces,f,8
u5319,CATHERINE,m353,five easy pieces,f,12
u5331,AMANDA,m354,five feet high and rising,f,3
u5338,VICTOR,m354,five feet high and rising,m,5
u5333,CARLOS,m354,five feet high and rising,m,2
u5345,FLETCH,m355,fletch,m,1
u5343,DR. DOLEN,m355,fletch,m,0
u5344,FAT SAM,m355,fletch,m,7
u5356,RECORDS NURSE,m355,fletch,f,34
u5352,MARVIN,m355,fletch,m,12
u5348,GUMMY,m355,fletch,m,14
u5357,STANWYK,m355,fletch,f,3
u5355,MRS. STANWYK,m355,fletch,f,0
u5359,WAITER,m355,fletch,m,29
u5360,WALKER,m355,fletch,m,4
u5364,FORD,m356,the adventures of ford fairlane,m,1
u5362,COLLEEN,m356,the adventures of ford fairlane,f,3
u5366,JAZZ,m356,the adventures of ford fairlane,f,5
u5373,ZUZU,m356,the adventures of ford fairlane,f,6
u5372,THE KID,m356,the adventures of ford fairlane,m,9
u5365,GRENDEL,m356,the adventures of ford fairlane,m,2
u5382,DOYLE,m357,the french connection,m,1
u5389,RUSSO,m357,the french connection,m,3
u5397,JOHN,m358,frequency,m,2
u5394,FRANK,m358,frequency,m,1
u5399,JULIA,m358,frequency,f,4
u5400,SATCH,m358,frequency,m,5
u5410,SHELLY,m359,friday the 13th part iii,m,6
u5404,ANDY,m359,friday the 13th part iii,m,4
u5408,DEBBIE,m359,friday the 13th part iii,f,3
u5406,CHRIS,m359,friday the 13th part iii,f,1
u5411,VERA,m359,friday the 13th part iii,f,5
u5422,SHERIFF,m360,jason lives: friday the 13th part vi,m,3
u5425,TOMMY,m360,jason lives: friday the 13th part vi,m,1
u5433,STEVEN,m361,jason goes to hell: the final friday,m,1
u5431,RANDY,m361,jason goes to hell: the final friday,m,11
u5435,EVA,m362,friday the 13th part viii: jason takes manhattan,f,10
u5443,TAMARA,m362,friday the 13th part viii: jason takes manhattan,f,11
u5437,MCCULLOCH,m362,friday the 13th part viii: jason takes manhattan,m,4
u5441,SEAN,m362,friday the 13th part viii: jason takes manhattan,m,2
u5438,MISS VAN DEUSEN,m362,friday the 13th part viii: jason takes manhattan,f,0
u5440,RENNIE,m362,friday the 13th part viii: jason takes manhattan,f,1
